Cálculo1,num_expediente,fecha,hora,localizacion,numero,cod_distrito,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,cod_lesividad,lesividad,positiva_alcohol
1,2023S025383,14/07/2023,20:24:00,CALL. HERMANOS DE PABLO / CALL. ZIGIA,45,15,CIUDAD LINEAL,Atropello a persona,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,14,Sin asistencia sanitaria,Negativo
1,2023S025383,14/07/2023,20:24:00,CALL. HERMANOS DE PABLO / CALL. ZIGIA,45,15,CIUDAD LINEAL,Atropello a persona,Despejado,Bicicleta,Peatón,De 55 a 59 años,Hombre,2,Ingreso inferior o igual a 24 horas,Positivo
1,2023S000557,08/01/2023,20:23:00,"CALL. ALCALA, 321",321,15,CIUDAD LINEAL,Alcance,Lluvia débil,Bicicleta,Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S022958,14/06/2023,20:21:00,CALL. LAS PEDROÑERAS / PLAZA. ANDRES JAUREGUI,,16,HORTALEZA,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S018882,07/05/2023,20:20:00,"CALL. BRAVO MURILLO, 209",209,6,TETUÁN,Alcance,Sin información,Bicicleta,Conductor,De 40 a 44 años,Hombre,0,Desconocida,Negativo
1,2023S016698,21/04/2023,20:20:00,"CTRA. M-616, KILOMETRO 3",,8,FUENCARRAL-EL PARDO,Caída,Nublado,Bicicleta,Conductor,De 50 a 54 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,Negativo
1,2023S021367,30/05/2023,20:20:00,CALL. MARTIN MACHIO / PSAJE. DOÑA CARLOTA,15,5,CHAMARTÍN,Colisión fronto-lateral,Sin información,Bicicleta EPAC (pedaleo asistido),Conductor,De 18 a 20 años,Hombre,0,Desconocida,Negativo
1,2023S023120,16/06/2023,20:20:00,"AVDA. MENENDEZ PELAYO, 65",65,3,RETIRO,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S020438,22/05/2023,20:20:00,"CALL. NUESTRA SEÑORA DE VALVERDE, 148",148,8,FUENCARRAL-EL PARDO,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,Negativo
1,2023S029015,09/09/2023,20:20:00,CALL. GOYA / PASEO. CASTELLANA,1,4,SALAMANCA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S019831,17/05/2023,20:20:00,CALL. SOR ANGELA DE LA CRUZ / CALL. POETA JOAN MARAGALL,3,6,TETUÁN,Colisión frontal,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S028755,05/09/2023,20:18:00,"CTRA. BOADILLA DEL MONTE, 51",51,10,LATINA,Caída,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S027852,23/08/2023,20:15:00,CALL. JOSE ARCONES GIL / CALL. DOCTOR CIRAJAS,26,15,CIUDAD LINEAL,Caída,Despejado,Bicicleta,Conductor,De 15 a 17 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S026329,27/07/2023,20:15:00,PASEO. CASTELLANA / PLAZA. SAN JUAN DE LA CRUZ,61,7,CHAMBERÍ,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,Negativo
1,2023S000537,08/01/2023,20:14:00,"AVDA. MANZANARES, 210",210,12,USERA,Atropello a persona,Lluvia débil,Bicicleta,Peatón,De 25 a 29 años,Mujer,0,Desconocida,Negativo
1,2023S000537,08/01/2023,20:14:00,"AVDA. MANZANARES, 210",210,12,USERA,Atropello a persona,Lluvia débil,Bicicleta,Conductor,De 18 a 20 años,Hombre,0,Desconocida,Negativo
1,2023S015674,15/04/2023,20:12:00,"AVDA. PORTUGAL, 1",1,10,LATINA,Caída,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S025020,10/07/2023,20:12:00,"CALL. ALCALA, 189",189,4,SALAMANCA,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S011308,24/03/2023,20:11:00,AVDA. ALBUFERA / AVDA. PABLO NERUDA,1,13,PUENTE DE VALLECAS,Colisión frontal,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S025285,13/07/2023,20:11:00,"CALL. JOSE BERGAMIN, 52",52,14,MORATALAZ,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,Negativo
1,2023S017660,28/04/2023,20:10:00,"PASEO. ERMITA DEL SANTO, 72",72,11,CARABANCHEL,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S007599,03/03/2023,20:10:00,CALL. CASINO / CALL. RIBERA DE CURTIDORES,20,1,CENTRO,Caída,Sin información,Bicicleta,Conductor,De 30 a 34 años,Hombre,0,Desconocida,Negativo
1,2023S021638,02/06/2023,20:10:00,AVDA. MEMORIA / CALL. OBISPO TREJO,3,9,MONCLOA-ARAVACA,Alcance,Sin información,Bicicleta,Conductor,De 30 a 34 años,Hombre,0,Desconocida,Negativo
1,2023S028653,04/09/2023,20:10:00,"AVDA. ALBUFERA, 6",6,13,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 18 a 20 años,Hombre,14,Sin asistencia sanitaria,Negativo
1,2023S008831,11/03/2023,20:10:00,CALL. HORTALEZA / CALL. PEREZ GALDOS,44,1,CENTRO,Colisión lateral,Sin información,Bicicleta,Conductor,De 25 a 29 años,Hombre,0,Desconocida,Negativo
1,2023S027954,24/08/2023,20:10:00,AVDA. PORTUGAL / PLAZA. PUERTA DEL ANGEL,3,10,LATINA,Caída,Despejado,Bicicleta,Conductor,De 15 a 17 años,Mujer,1,Atención en urgencias sin posterior ingreso,Negativo
1,2023S026129,24/07/2023,20:10:00,CALL. PARRA / CALL. SANTO DOMINGO,41,11,CARABANCHEL,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,1,Atención en urgencias sin posterior ingreso,Negativo
1,2023S021216,28/05/2023,20:10:00,PLAZA. INDEPENDENCIA / CALL. ALCALA,4,4,SALAMANCA,Caída,Lluvia débil,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S005466,17/02/2023,20:05:00,"AVDA. REINA VICTORIA, 36",36,9,MONCLOA-ARAVACA,Colisión lateral,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S020168,19/05/2023,20:05:00,CTRA. BOADILLA DEL MONTE / CALL. GALICIA,40,10,LATINA,Atropello a animal,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,3,Ingreso superior a 24 horas,Negativo
1,2023S020168,19/05/2023,20:05:00,CTRA. BOADILLA DEL MONTE / CALL. GALICIA,40,10,LATINA,Atropello a animal,Despejado,Bicicleta,Peatón,De 30 a 34 años,Mujer,14,Sin asistencia sanitaria,Negativo
1,2023S015854,17/04/2023,20:05:00,CALL. RAIMUNDO FERNANDEZ VILLAVERDE / CALL. ORENSE,61,6,TETUÁN,Colisión frontal,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S025179,12/07/2023,20:00:00,CALL. LOPEZ DE HOYOS / PLAZA. PROSPERIDAD,110,5,CHAMARTÍN,Alcance,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,0,Desconocida,Negativo
1,2023S028933,08/09/2023,20:00:00,"AVDA. GRAN VIA DE SAN FRANCISCO, 11",11,1,CENTRO,Alcance,Sin información,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Hombre,0,Desconocida,Negativo
1,2023S001951,22/01/2023,19:55:00,AVDA. MENENDEZ PELAYO / PLAZA. MARIANO DE CAVIA,89,3,RETIRO,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 35 a 39 años,Hombre,1,Atención en urgencias sin posterior ingreso,Negativo
1,2023S024457,03/07/2023,19:55:00,CALL. MENDEZ ALVARO / CALL. RETAMA,1,2,ARGANZUELA,Colisión lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S024036,28/06/2023,19:50:00,"CALL. MARCELO USERA, 83",83,12,USERA,Alcance,Sin información,Bicicleta,Conductor,De 21 a 24 años,Hombre,0,Desconocida,Negativo
1,2023S022273,07/06/2023,19:50:00,"CALL. CARLOS MARTIN ALVAREZ, 21",21,13,PUENTE DE VALLECAS,Alcance,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S028315,31/08/2023,19:45:00,"PLAZA. EMPERADOR CARLOS V, 1",1,1,CENTRO,Alcance,Despejado,Bicicleta,Conductor,De 30 a 34 años,Mujer,3,Ingreso superior a 24 horas,Negativo
1,2023S028288,30/08/2023,19:45:00,"PASEO. AZUL, 2",2,9,MONCLOA-ARAVACA,Colisión frontal,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,Negativo
1,2023S004875,13/02/2023,19:45:00,AVDA. NICETO ALCALA ZAMORA / CTRA. ESTACION DE HORTALEZA,3,16,HORTALEZA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,1,Atención en urgencias sin posterior ingreso,Negativo
1,2023S010711,21/03/2023,19:45:00,CALL. BRAVO MURILLO / CALL. JUAN PANTOJA,131,6,TETUÁN,Alcance,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,14,Sin asistencia sanitaria,Negativo
1,2023S028288,30/08/2023,19:45:00,"PASEO. AZUL, 2",2,9,MONCLOA-ARAVACA,Colisión frontal,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,14,Sin asistencia sanitaria,Negativo
1,2023S022209,06/06/2023,19:42:00,"AVDA. LOS ROSALES, 42",42,17,VILLAVERDE,Colisión frontal,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S022209,06/06/2023,19:42:00,"AVDA. LOS ROSALES, 42",42,17,VILLAVERDE,Colisión frontal,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 55 a 59 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S010560,20/03/2023,19:40:00,"CALL. POBLADURA DEL VALLE, 27",27,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,1,Atención en urgencias sin posterior ingreso,Negativo
1,2023S026195,25/07/2023,19:40:00,AVDA. MANZANARES / CALL. SAN POMPEYO,74,11,CARABANCHEL,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S002800,31/01/2023,19:36:00,CALL. SEPULVEDA / CONCEJ,216,10,LATINA,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S028410,01/09/2023,19:35:00,"CALL. FERNANDO GABRIEL, 2",2,15,CIUDAD LINEAL,Otro,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 10 a 14 años,Hombre,0,Desconocida,Negativo
1,2023S015666,15/04/2023,19:35:00,CALL. LEON GIL DE PALACIO / CIUDAD DE BARCE,1,3,RETIRO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S022745,11/06/2023,19:30:00,"AVDA. CONSEJO DE EUROPA, 2",2,21,BARAJAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S017246,25/04/2023,19:30:00,"AVDA. MIGUEL DELIBES, 1",1,19,VICÁLVARO,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S002084,24/01/2023,19:30:00,CALL. JORGE JUAN / CALL. SERRANO,3,4,SALAMANCA,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 45 a 49 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S025102,11/07/2023,19:30:00,"CALL. PARVILLAS ALTAS, 14",14,17,VILLAVERDE,Colisión lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S007922,06/03/2023,19:30:00,CALL. VILLANUEVA / CALL. CID,9,4,SALAMANCA,Alcance,Lluvia débil,Bicicleta EPAC (pedaleo asistido),Conductor,De 35 a 39 años,Hombre,0,Desconocida,Negativo
1,2023S018287,03/05/2023,19:26:00,CALL. MARTINEZ DE LA RIVA / CALL. SIERRA CARBONERA,76,13,PUENTE DE VALLECAS,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S018287,03/05/2023,19:26:00,CALL. MARTINEZ DE LA RIVA / CALL. SIERRA CARBONERA,76,13,PUENTE DE VALLECAS,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Peatón,De 60 a 64 años,Mujer,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S026332,27/07/2023,19:25:00,CALL. RAIMUNDO FERNANDEZ VILLAVERDE / PASEO. CASTELLANA,67,6,TETUÁN,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Mujer,3,Ingreso superior a 24 horas,Negativo
1,2023S019744,16/05/2023,19:20:00,CALL. NUESTRA SEÑORA DE VALVERDE / CALL. MONASTERIO DE ARLANZA,178,8,FUENCARRAL-EL PARDO,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,Negativo
1,2023S019744,16/05/2023,19:20:00,CALL. NUESTRA SEÑORA DE VALVERDE / CALL. MONASTERIO DE ARLANZA,178,8,FUENCARRAL-EL PARDO,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S030438,26/09/2023,19:15:00,"CALL. MERCEDES ARTEAGA, 18",18,11,CARABANCHEL,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S003784,07/02/2023,19:15:00,CALL. GARCIA DE PAREDES / CALL. BRAVO MURILLO,1,7,CHAMBERÍ,Alcance,Lluvia débil,Bicicleta,Conductor,De 60 a 64 años,Hombre,0,Desconocida,Negativo
1,2023S013762,07/04/2023,19:15:00,GTA. PINTOR SOROLLA / CALL. ELOY GONZALO,2,7,CHAMBERÍ,Atropello a persona,Despejado,Bicicleta,Peatón,De 65 a 69 años,Hombre,0,Desconocida,Negativo
1,2023S013762,07/04/2023,19:15:00,GTA. PINTOR SOROLLA / CALL. ELOY GONZALO,2,7,CHAMBERÍ,Atropello a persona,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,14,Sin asistencia sanitaria,Negativo
1,2023S021634,02/06/2023,19:15:00,AVDA. CIUDAD DE BARCELONA / CALL. DOCTOR ESQUERDO,81,3,RETIRO,Colisión fronto-lateral,Lluvia débil,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Positivo
1,2023S024206,30/06/2023,19:12:00,CALL. SAN EUSTAQUIO / CALL. RESINA,2,17,VILLAVERDE,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S028787,06/09/2023,19:10:00,"PASEO. VIRGEN DEL PUERTO, 1",1,1,CENTRO,Alcance,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,Negativo
1,2023S013361,05/04/2023,19:05:00,"PLAZA. VIRGEN DEL ROMERO, 3",3,15,CIUDAD LINEAL,Atropello a persona,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,14,Sin asistencia sanitaria,Negativo
1,2023S014897,11/04/2023,19:05:00,"CALL. GINZO DE LIMIA, 34",34,8,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S013361,05/04/2023,19:05:00,"PLAZA. VIRGEN DEL ROMERO, 3",3,15,CIUDAD LINEAL,Atropello a persona,Despejado,Bicicleta,Peatón,Más de 74 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S018285,03/05/2023,19:00:00,"PLAZA. MORERAS, 1",1,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 65 a 69 años,Hombre,0,Desconocida,Negativo
1,2023S030267,24/09/2023,19:00:00,CALL. ALONSO QUIJANO / caballero de la mancha,51,8,FUENCARRAL-EL PARDO,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,0,Desconocida,Negativo
1,2023S029332,13/09/2023,19:00:00,"CALL. BRAVO MURILLO, 230",230,6,TETUÁN,Alcance,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S024111,29/06/2023,19:00:00,CALL. BRETON DE LOS HERREROS / PASEO. CASTELLANA,70,7,CHAMBERÍ,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S018026,01/05/2023,18:58:00,"AVDA. ENTREVIAS, 54",54,13,PUENTE DE VALLECAS,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Peatón,De 6 a 9 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S018026,01/05/2023,18:58:00,"AVDA. ENTREVIAS, 54",54,13,PUENTE DE VALLECAS,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 18 a 20 años,Hombre,14,Sin asistencia sanitaria,Negativo
1,2023S022814,12/06/2023,18:55:00,CALL. AGOSTO / CALL. VIENTO,3,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,0,Desconocida,Negativo
1,2023S029157,11/09/2023,18:55:00,"CALL. EMBAJADORES, 320",320,13,PUENTE DE VALLECAS,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,1,Atención en urgencias sin posterior ingreso,Negativo
1,2023S023516,21/06/2023,18:55:00,"CALL. PRINCIPE DE VERGARA, 255",255,5,CHAMARTÍN,Alcance,Nublado,Bicicleta,Conductor,De 40 a 44 años,Hombre,0,Desconocida,Negativo
1,2023S029157,11/09/2023,18:55:00,"CALL. EMBAJADORES, 320",320,13,PUENTE DE VALLECAS,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,14,Sin asistencia sanitaria,Negativo
1,2023S029157,11/09/2023,18:55:00,"CALL. EMBAJADORES, 320",320,13,PUENTE DE VALLECAS,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,14,Sin asistencia sanitaria,Negativo
1,2023S011778,26/03/2023,18:55:00,"PASEO. ACACIAS, 63",63,2,ARGANZUELA,Alcance,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S020034,19/05/2023,18:50:00,N:40*26.1135 W: 003* 44.9405,0,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S026685,02/08/2023,18:50:00,PARQUE MADRID RÍO,1,11,CARABANCHEL,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 35 a 39 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,Negativo
1,2023S001427,19/01/2023,18:43:00,CALL. GOMEZ DE AVELLANEDA / CALL. RIO ULLA,16,15,CIUDAD LINEAL,Colisión fronto-lateral,Lluvia débil,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S025877,21/07/2023,18:43:00,BULEV. JOSE PRAT / AVDA. DEMOCRACIA,1,19,VICÁLVARO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,Negativo
1,2023S030361,25/09/2023,18:40:00,CALL. MEJIA LEQUERICA / CALL. HORTALEZA,2,1,CENTRO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,14,Sin asistencia sanitaria,Negativo
1,2023S029323,13/09/2023,18:40:00,"CALL. BEGOÑA, 14",14,4,SALAMANCA,Colisión lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,14,Sin asistencia sanitaria,Negativo
1,2023S015399,13/04/2023,18:35:00,CALL. LEÑEROS / CALL. BEIRE,2,6,TETUÁN,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,0,Desconocida,Negativo
1,2023S002333,27/01/2023,18:35:00,"AVDA. NIZA, 10",10,20,SAN BLAS-CANILLEJAS,Alcance,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S009478,15/03/2023,18:32:00,CALL. PORTOMARIN / AVDA. CAMINO DE SANTIAGO,21,8,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S029915,20/09/2023,18:30:00,"AVDA. MARQUES DE CORBERA, 42",42,15,CIUDAD LINEAL,Caída,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,14,Sin asistencia sanitaria,Negativo
1,2023S018276,03/05/2023,18:30:00,CALL. RIOS ROSAS / MODESTO LA,55,7,CHAMBERÍ,Atropello a persona,Despejado,Bicicleta,Peatón,De 25 a 29 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S021456,30/05/2023,18:30:00,"CALL. VALMOJADO, 95",95,10,LATINA,Atropello a persona,Nublado,Bicicleta,Conductor,De 40 a 44 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S021456,30/05/2023,18:30:00,"CALL. VALMOJADO, 95",95,10,LATINA,Atropello a persona,Nublado,Bicicleta,Peatón,Menor de 5 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S023514,21/06/2023,18:30:00,CALL. ALMAGRO / PASEO. EDUARDO DATO,33,7,CHAMBERÍ,Colisión lateral,Lluvia débil,Bicicleta,Conductor,De 45 a 49 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S018276,03/05/2023,18:30:00,CALL. RIOS ROSAS / MODESTO LA,55,7,CHAMBERÍ,Atropello a persona,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,Negativo
1,2023S014083,08/04/2023,18:30:00,CALL. HORTALEZA / CALL. FERNANDO VI,120,1,CENTRO,Colisión lateral,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,1,Atención en urgencias sin posterior ingreso,Negativo
1,2023S018877,07/05/2023,18:30:00,CALL. SORBE / JUAN PEREZ,14,11,CARABANCHEL,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,0,Desconocida,Negativo
1,2023S025002,10/07/2023,18:25:00,"AVDA. CANILLEJAS A VICALVARO, 82",82,20,SAN BLAS-CANILLEJAS,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,0,Desconocida,Negativo
1,2023S030264,24/09/2023,18:25:00,CALL. GRAN VIA / CALL. CLAVEL,13,1,CENTRO,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,14,Sin asistencia sanitaria,Negativo
1,2023S030264,24/09/2023,18:25:00,CALL. GRAN VIA / CALL. CLAVEL,13,1,CENTRO,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S019183,10/05/2023,18:20:00,"CALL. PICO CLAVERO, 14",14,13,PUENTE DE VALLECAS,Colisión fronto-lateral,Sin información,Bicicleta,Conductor,Desconocido,Otro,0,Desconocida,Negativo
1,2023S019415,12/05/2023,18:20:00,"CALL. FRANCISCO VILLAESPESA, 20",20,15,CIUDAD LINEAL,Alcance,Sin información,Bicicleta EPAC (pedaleo asistido),Conductor,De 55 a 59 años,Mujer,0,Desconocida,Negativo
1,2023S009480,15/03/2023,18:20:00,"METRO. RONDA DE LA COMUNICACION, 0",0,8,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,Negativo
1,2023S014956,11/04/2023,18:15:00,"CALL. PUERTO DE ARLABAN, 97",97,13,PUENTE DE VALLECAS,Choque contra obstáculo fijo,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 15 a 17 años,Hombre,0,Desconocida,Negativo
1,2023S025885,21/07/2023,18:10:00,LAGUNA DE MEAQUES,0,9,MONCLOA-ARAVACA,Colisión frontal,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,Negativo
1,2023S025885,21/07/2023,18:10:00,LAGUNA DE MEAQUES,0,9,MONCLOA-ARAVACA,Colisión frontal,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,Negativo
1,2023S018273,03/05/2023,18:10:00,CALL. PEÑARANDA DE BRACAMONTE / REAL DE ARG,4,18,VILLA DE VALLECAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S019090,09/05/2023,18:08:00,"CALL. ARROYO DEL MONTE, 5",5,8,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,14,Sin asistencia sanitaria,Negativo
